canonical_structure,dataset,available,sex,donor,geometry_type,quality,license_class,priority
FMA:21379|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:43892|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44887|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:43890|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44887|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:20801|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:43931|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44499,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22588|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:69490|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:43929|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44499,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22586|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22562|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:43943|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:77380|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44328|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:43898|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44338|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70922,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70919,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44334|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44340|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:43937|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44887|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44887|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44337|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44886|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70917,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22954,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44886|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44922|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44919|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44885|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44504,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70922,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44336|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44885|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:71562,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70821,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70801,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70917,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22954,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44885|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44920|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44918|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70815,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:71564,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:71564,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:43956,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:44504,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:21384,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:10697|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:10680|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23069|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22683|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:77955|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22813|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22713|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22656|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:13331|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22910|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22692|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:13326|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23181|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:77950|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22808|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:4086|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22697|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:4134|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22840|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:62507|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22913|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23073|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22773|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:10552|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:71212|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22969|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22965|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22822|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22865|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22921|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22687|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22687|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22805|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22734|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22766|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22949|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:268669|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22679|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23115|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22837|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22916|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:50860|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:10681|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:66564|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:66322|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:71215|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:4084|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:10683|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:10682|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22798|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22802|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22952|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23127|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23126|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23068|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22682|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:77954|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22812|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22712|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22655|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:13330|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22909|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22691|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:13325|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23180|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:77949|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22807|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:5039|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22696|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:10660|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22839|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:62506|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22912|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23072|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22772|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:4057|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:71211|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22968|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22964|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22821|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22864|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22920|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22685|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22685|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22804|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22733|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22764|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22948|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:268667|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22678|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23114|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22835|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22915|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:50859|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:10698|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:66563|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:66321|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:71214|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:3992|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:10700|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:10699|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22797|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22801|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22951|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22936|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22778|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85118|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85120|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85122|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70801,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85103|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22921|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85103|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22923,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22921|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85097|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85097|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85099|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85101|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85101|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85103|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23064|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23125|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22778|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23051|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22860|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85116|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23055|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85124|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22907|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22907|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85099|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22935|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22777|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22856|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85119|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85121|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70801,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70800,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70800,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85102|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22920|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85102|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22923,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22920|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85096|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85096|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85098|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85098|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85100|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85100|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85102|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23063|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23124|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22777|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23050|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22858|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85115|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85112|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23054|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:23052|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:85123|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22905|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22905|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22707|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:22708|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:70447|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:71708|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:15415|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:15414|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:15745,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:14340,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:14339|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:14338|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:7247|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:7265|left,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
FMA:7260|right,bodyparts3d,True,male,TARO,reference_template,source-buffer-checked; anatomical-review-pending,CC-BY-4.0,7
