canonical_id,name,uberon,fma,ta2,system,laterality,scope
FMA:7603,first costal cartilage,,FMA:7603,,aggregate,unspecified,source-hierarchy-concept
FMA:7620,second rib,,FMA:7620,,aggregate,unspecified,source-hierarchy-concept
FMA:7638,third rib,,FMA:7638,,aggregate,unspecified,source-hierarchy-concept
FMA:7646,retinaculum,,FMA:7646,,aggregate,unspecified,source-hierarchy-concept
FMA:7703,second costal cartilage,,FMA:7703,,aggregate,unspecified,source-hierarchy-concept
FMA:7741,third costal cartilage,,FMA:7741,,aggregate,unspecified,source-hierarchy-concept
FMA:7749,fourth rib,,FMA:7749,,aggregate,unspecified,source-hierarchy-concept
FMA:7768,fourth costal cartilage,,FMA:7768,,aggregate,unspecified,source-hierarchy-concept
FMA:7776,fifth rib,,FMA:7776,,aggregate,unspecified,source-hierarchy-concept
FMA:7795,fifth costal cartilage,,FMA:7795,,aggregate,unspecified,source-hierarchy-concept
FMA:7822,sixth costal cartilage,,FMA:7822,,aggregate,unspecified,source-hierarchy-concept
FMA:7830,seventh rib,,FMA:7830,,aggregate,unspecified,source-hierarchy-concept
FMA:7849,seventh costal cartilage,,FMA:7849,,aggregate,unspecified,source-hierarchy-concept
FMA:8120,eighth rib,,FMA:8120,,aggregate,unspecified,source-hierarchy-concept
FMA:8147,sixth rib,,FMA:8147,,aggregate,unspecified,source-hierarchy-concept
FMA:8337,ninth rib,,FMA:8337,,aggregate,unspecified,source-hierarchy-concept
FMA:8418,tenth rib,,FMA:8418,,aggregate,unspecified,source-hierarchy-concept
FMA:8499,eleventh rib,,FMA:8499,,aggregate,unspecified,source-hierarchy-concept
FMA:8515,twelfth rib,,FMA:8515,,aggregate,unspecified,source-hierarchy-concept
FMA:8615,pulmonary arterial trunk,,FMA:8615,,aggregate,unspecified,source-hierarchy-concept
FMA:8648,trunk of pulmonary vein,,FMA:8648,,aggregate,unspecified,source-hierarchy-concept
FMA:8683,superior part of anterior segmental vein,,FMA:8683,,aggregate,unspecified,source-hierarchy-concept
FMA:8693,inferior part of anterior segmental vein,,FMA:8693,,aggregate,unspecified,source-hierarchy-concept
FMA:8702,upper lobar artery,,FMA:8702,,aggregate,unspecified,source-hierarchy-concept
FMA:8707,apical segmental artery,,FMA:8707,,aggregate,unspecified,source-hierarchy-concept
FMA:8714,superior segmental artery,,FMA:8714,,aggregate,unspecified,source-hierarchy-concept
FMA:8716,medial basal segmental artery,,FMA:8716,,aggregate,unspecified,source-hierarchy-concept
FMA:8717,anterior basal segmental artery,,FMA:8717,,aggregate,unspecified,source-hierarchy-concept
FMA:8718,lateral basal segmental artery,,FMA:8718,,aggregate,unspecified,source-hierarchy-concept
FMA:8719,posterior basal segmental artery,,FMA:8719,,aggregate,unspecified,source-hierarchy-concept
FMA:8755,segmental pulmonary artery,,FMA:8755,,aggregate,unspecified,source-hierarchy-concept
FMA:9139,thoracic vertebra,,FMA:9139,,aggregate,unspecified,source-hierarchy-concept
FMA:9311,subsegmental pulmonary artery,,FMA:9311,,aggregate,unspecified,source-hierarchy-concept
FMA:9337,organ cavity subdivision,,FMA:9337,,aggregate,unspecified,source-hierarchy-concept
FMA:9338,anatomical conduit space,,FMA:9338,,aggregate,unspecified,source-hierarchy-concept
FMA:9411,segmental pulmonary vein,,FMA:9411,,aggregate,unspecified,source-hierarchy-concept
FMA:9413,subsegmental pulmonary vein,,FMA:9413,,aggregate,unspecified,source-hierarchy-concept
FMA:9419,subsegmental part of lateral segmental vein,,FMA:9419,,aggregate,unspecified,source-hierarchy-concept
FMA:9421,subsegmental part of medial segmental vein,,FMA:9421,,aggregate,unspecified,source-hierarchy-concept
FMA:9464,cavity of cardiac chamber,,FMA:9464,,aggregate,unspecified,source-hierarchy-concept
FMA:9597,salivary gland,,FMA:9597,,aggregate,unspecified,source-hierarchy-concept
FMA:9604,adrenal gland,,FMA:9604,,aggregate,unspecified,source-hierarchy-concept
FMA:9611,femur,,FMA:9611,,aggregate,unspecified,source-hierarchy-concept
FMA:9612,metacarpal bone,,FMA:9612,,aggregate,unspecified,source-hierarchy-concept
FMA:9613,parietal bone,,FMA:9613,,aggregate,unspecified,source-hierarchy-concept
FMA:9616,muscle of head,,FMA:9616,,aggregate,unspecified,source-hierarchy-concept
FMA:9617,muscle of neck,,FMA:9617,,aggregate,unspecified,source-hierarchy-concept
FMA:9619,muscle of thorax,,FMA:9619,,aggregate,unspecified,source-hierarchy-concept
FMA:9620,muscle of abdomen,,FMA:9620,,aggregate,unspecified,source-hierarchy-concept
FMA:9621,muscle of upper limb,,FMA:9621,,aggregate,unspecified,source-hierarchy-concept
FMA:9622,muscle of lower limb,,FMA:9622,,aggregate,unspecified,source-hierarchy-concept
FMA:9623,perineal muscle,,FMA:9623,,aggregate,unspecified,source-hierarchy-concept
FMA:9625,stylohyoid,,FMA:9625,,aggregate,unspecified,source-hierarchy-concept
FMA:9629,supraspinatus,,FMA:9629,,aggregate,unspecified,source-hierarchy-concept
FMA:9637,portion of tissue,,FMA:9637,,aggregate,unspecified,source-hierarchy-concept
FMA:9640,portion of connective tissue,,FMA:9640,,aggregate,unspecified,source-hierarchy-concept
FMA:9649,decussation,,FMA:9649,,aggregate,unspecified,source-hierarchy-concept
FMA:9657,anatomical line,,FMA:9657,,aggregate,unspecified,source-hierarchy-concept
FMA:9703,nasolacrimal duct,,FMA:9703,,aggregate,unspecified,source-hierarchy-concept
FMA:9704,ureter,,FMA:9704,,aggregate,unspecified,source-hierarchy-concept
FMA:9706,bile duct,,FMA:9706,,aggregate,unspecified,source-hierarchy-concept
FMA:9708,talus,,FMA:9708,,aggregate,unspecified,source-hierarchy-concept
FMA:9711,maxilla,,FMA:9711,,aggregate,unspecified,source-hierarchy-concept
FMA:9721,tendon,,FMA:9721,,aggregate,unspecified,source-hierarchy-concept
FMA:9760,transversus thoracis,,FMA:9760,,aggregate,unspecified,source-hierarchy-concept
FMA:9914,vertebra,,FMA:9914,,aggregate,unspecified,source-hierarchy-concept
FMA:9915,cervical vertebra,,FMA:9915,,aggregate,unspecified,source-hierarchy-concept
FMA:9921,lumbar vertebra,,FMA:9921,,aggregate,unspecified,source-hierarchy-concept
FMA:10455,intervertebral disk of thoracic vertebra,,FMA:10455,,aggregate,unspecified,source-hierarchy-concept
FMA:10474,zone of muscle organ,,FMA:10474,,aggregate,unspecified,source-hierarchy-concept
FMA:10483,zone of bone organ,,FMA:10483,,aggregate,unspecified,source-hierarchy-concept
FMA:10636,costocervical trunk,,FMA:10636,,aggregate,unspecified,source-hierarchy-concept
FMA:10645,musculophrenic artery,,FMA:10645,,aggregate,unspecified,source-hierarchy-concept
FMA:10646,superior epigastric artery,,FMA:10646,,aggregate,unspecified,source-hierarchy-concept
FMA:10659,deep cervical artery,,FMA:10659,,aggregate,unspecified,source-hierarchy-concept
FMA:10662,inferior thyroid artery,,FMA:10662,,aggregate,unspecified,source-hierarchy-concept
FMA:10663,suprascapular artery,,FMA:10663,,aggregate,unspecified,source-hierarchy-concept
FMA:10664,transverse cervical artery,,FMA:10664,,aggregate,unspecified,source-hierarchy-concept
FMA:10665,superficial cervical artery,,FMA:10665,,aggregate,unspecified,source-hierarchy-concept
FMA:10704,variant bronchial artery,,FMA:10704,,aggregate,unspecified,source-hierarchy-concept
FMA:11195,segment of neural tree organ,,FMA:11195,,aggregate,unspecified,source-hierarchy-concept
FMA:11337,zone of continuity,,FMA:11337,,aggregate,unspecified,source-hierarchy-concept
FMA:12215,zone of sternum,,FMA:12215,,aggregate,unspecified,source-hierarchy-concept
FMA:12224,segment of tracheobronchial tree,,FMA:12224,,aggregate,unspecified,source-hierarchy-concept
FMA:12516,tooth,,FMA:12516,,aggregate,unspecified,source-hierarchy-concept
FMA:12823,incisor tooth,,FMA:12823,,aggregate,unspecified,source-hierarchy-concept
FMA:12845,subcostal vein,,FMA:12845,,aggregate,unspecified,source-hierarchy-concept
FMA:12846,cardiac vein,,FMA:12846,,aggregate,unspecified,source-hierarchy-concept
FMA:13087,segment of aorta,,FMA:13087,,aggregate,unspecified,source-hierarchy-concept
FMA:13109,pectoralis minor,,FMA:13109,,aggregate,unspecified,source-hierarchy-concept
FMA:13237,cavity of atrium,,FMA:13237,,aggregate,unspecified,source-hierarchy-concept
FMA:13238,cavity of ventricle,,FMA:13238,,aggregate,unspecified,source-hierarchy-concept
FMA:13256,wall of cardiac chamber,,FMA:13256,,aggregate,unspecified,source-hierarchy-concept
FMA:13278,anterior segmental artery,,FMA:13278,,aggregate,unspecified,source-hierarchy-concept
FMA:13280,posterior segmental artery,,FMA:13280,,aggregate,unspecified,source-hierarchy-concept
FMA:13289,medial basal segmental vein,,FMA:13289,,aggregate,unspecified,source-hierarchy-concept
FMA:13290,anterior basal segmental vein,,FMA:13290,,aggregate,unspecified,source-hierarchy-concept
FMA:13291,lateral basal segmental vein,,FMA:13291,,aggregate,unspecified,source-hierarchy-concept
FMA:13292,posterior basal segmental vein,,FMA:13292,,aggregate,unspecified,source-hierarchy-concept
FMA:13303,humerus,,FMA:13303,,aggregate,unspecified,source-hierarchy-concept
FMA:13321,clavicle,,FMA:13321,,aggregate,unspecified,source-hierarchy-concept
FMA:13324,cephalic vein,,FMA:13324,,aggregate,unspecified,source-hierarchy-concept
FMA:13329,axillary vein,,FMA:13329,,aggregate,unspecified,source-hierarchy-concept
FMA:13335,external oblique,,FMA:13335,,aggregate,unspecified,source-hierarchy-concept
FMA:13338,infrahyoid muscle,,FMA:13338,,aggregate,unspecified,source-hierarchy-concept
FMA:13341,sternohyoid,,FMA:13341,,aggregate,unspecified,source-hierarchy-concept
FMA:13342,omohyoid,,FMA:13342,,aggregate,unspecified,source-hierarchy-concept
FMA:13343,sternothyroid,,FMA:13343,,aggregate,unspecified,source-hierarchy-concept
FMA:13344,thyrohyoid,,FMA:13344,,aggregate,unspecified,source-hierarchy-concept
FMA:13354,intercostal muscle,,FMA:13354,,aggregate,unspecified,source-hierarchy-concept
FMA:13379,rhomboid major,,FMA:13379,,aggregate,unspecified,source-hierarchy-concept
FMA:13380,rhomboid minor,,FMA:13380,,aggregate,unspecified,source-hierarchy-concept
FMA:13385,scalenus anterior,,FMA:13385,,aggregate,unspecified,source-hierarchy-concept
FMA:13386,scalenus medius,,FMA:13386,,aggregate,unspecified,source-hierarchy-concept
FMA:13387,scalenus posterior,,FMA:13387,,aggregate,unspecified,source-hierarchy-concept
FMA:13394,scapula,,FMA:13394,,aggregate,unspecified,source-hierarchy-concept
FMA:13397,serratus anterior,,FMA:13397,,aggregate,unspecified,source-hierarchy-concept
FMA:13400,serratus posterior,,FMA:13400,,aggregate,unspecified,source-hierarchy-concept
FMA:13401,serratus posterior superior,,FMA:13401,,aggregate,unspecified,source-hierarchy-concept
FMA:13402,serratus posterior inferior,,FMA:13402,,aggregate,unspecified,source-hierarchy-concept
FMA:13407,sternocleidomastoid,,FMA:13407,,aggregate,unspecified,source-hierarchy-concept
FMA:13410,subclavius,,FMA:13410,,aggregate,unspecified,source-hierarchy-concept
FMA:13413,subscapularis,,FMA:13413,,aggregate,unspecified,source-hierarchy-concept
FMA:13442,anterior segmental vein,,FMA:13442,,aggregate,unspecified,source-hierarchy-concept
FMA:13443,posterior segmental vein,,FMA:13443,,aggregate,unspecified,source-hierarchy-concept
FMA:13444,apical segmental vein,,FMA:13444,,aggregate,unspecified,source-hierarchy-concept
FMA:13445,superior segmental vein,,FMA:13445,,aggregate,unspecified,source-hierarchy-concept
FMA:13883,wall of atrium,,FMA:13883,,aggregate,unspecified,source-hierarchy-concept
FMA:13894,intervertebral disk of lumbar vertebra,,FMA:13894,,aggregate,unspecified,source-hierarchy-concept
FMA:13895,intervertebral disk of cervical vertebra,,FMA:13895,,aggregate,unspecified,source-hierarchy-concept
FMA:13912,ventricular branch of right coronary artery,,FMA:13912,,aggregate,right,source-hierarchy-concept
FMA:13914,anterior branch of anterior interventricular branch of left coronary artery,,FMA:13914,,aggregate,left,source-hierarchy-concept
FMA:13921,branch of anterior interventricular branch of left coronary artery,,FMA:13921,,aggregate,left,source-hierarchy-concept
FMA:14065,organ component,,FMA:14065,,aggregate,unspecified,source-hierarchy-concept
FMA:14092,zone of small intestine,,FMA:14092,,aggregate,unspecified,source-hierarchy-concept
FMA:14284,venous tree organ,,FMA:14284,,aggregate,unspecified,source-hierarchy-concept
FMA:14293,tributary of internal thoracic vein,,FMA:14293,,aggregate,unspecified,source-hierarchy-concept
FMA:14294,tributary of azygos vein,,FMA:14294,,aggregate,unspecified,source-hierarchy-concept
FMA:14309,subsegmental part of apical segmental vein,,FMA:14309,,aggregate,unspecified,source-hierarchy-concept
FMA:14310,subsegmental part of anterior segmental vein,,FMA:14310,,aggregate,unspecified,source-hierarchy-concept
FMA:14317,tributary of external jugular vein,,FMA:14317,,aggregate,unspecified,source-hierarchy-concept
FMA:14319,suprascapular vein,,FMA:14319,,aggregate,unspecified,source-hierarchy-concept
FMA:14329,trunk of portal vein,,FMA:14329,,aggregate,unspecified,source-hierarchy-concept
FMA:14333,common iliac vein,,FMA:14333,,aggregate,unspecified,source-hierarchy-concept
FMA:14334,renal vein,,FMA:14334,,aggregate,unspecified,source-hierarchy-concept
FMA:14337,hepatic vein,,FMA:14337,,aggregate,unspecified,source-hierarchy-concept
FMA:14344,testicular vein,,FMA:14344,,aggregate,unspecified,source-hierarchy-concept
FMA:14348,suprarenal vein,,FMA:14348,,aggregate,unspecified,source-hierarchy-concept
FMA:14495,segment of liver,,FMA:14495,,aggregate,unspecified,source-hierarchy-concept
FMA:14540,segment of large intestine,,FMA:14540,,aggregate,unspecified,source-hierarchy-concept
FMA:14645,mesentery of large intestine,,FMA:14645,,aggregate,unspecified,source-hierarchy-concept
FMA:14678,extrahepatic bile duct,,FMA:14678,,aggregate,unspecified,source-hierarchy-concept
FMA:14734,inferior phrenic artery,,FMA:14734,,aggregate,unspecified,source-hierarchy-concept
FMA:14751,renal artery,,FMA:14751,,aggregate,unspecified,source-hierarchy-concept
FMA:14754,middle suprarenal artery,,FMA:14754,,aggregate,unspecified,source-hierarchy-concept
FMA:14758,testicular artery,,FMA:14758,,aggregate,unspecified,source-hierarchy-concept
FMA:14764,common iliac artery,,FMA:14764,,aggregate,unspecified,source-hierarchy-concept
FMA:14767,trunk of branch of coeliac artery,,FMA:14767,,aggregate,unspecified,source-hierarchy-concept
FMA:14769,hepatic artery,,FMA:14769,,aggregate,unspecified,source-hierarchy-concept
FMA:14821,branch of ileocolic artery,,FMA:14821,,aggregate,unspecified,source-hierarchy-concept
FMA:14825,trunk of branch of inferior mesenteric artery,,FMA:14825,,aggregate,unspecified,source-hierarchy-concept
FMA:14837,subdivision of hepatic artery proper,,FMA:14837,,aggregate,unspecified,source-hierarchy-concept
FMA:14963,zone of ileum,,FMA:14963,,aggregate,unspecified,source-hierarchy-concept
FMA:15041,taenia coli,,FMA:15041,,aggregate,unspecified,source-hierarchy-concept
FMA:15387,tributary of splenic vein,,FMA:15387,,aggregate,unspecified,source-hierarchy-concept
FMA:15392,tributary of inferior mesenteric vein,,FMA:15392,,aggregate,unspecified,source-hierarchy-concept
FMA:15396,tributary of superior mesenteric vein,,FMA:15396,,aggregate,unspecified,source-hierarchy-concept
FMA:15737,hepatovenous subsector,,FMA:15737,,aggregate,unspecified,source-hierarchy-concept
FMA:15755,region of anterior sector of right liver (in-vivo),,FMA:15755,,aggregate,right,source-hierarchy-concept
FMA:15756,region of posterior sector of right liver (in-vivo),,FMA:15756,,aggregate,right,source-hierarchy-concept
FMA:15757,region of anterior sector of left liver (in-vivo),,FMA:15757,,aggregate,left,source-hierarchy-concept
FMA:15791,tributary of right hepatic vein,,FMA:15791,,aggregate,right,source-hierarchy-concept
FMA:15794,tributary of left hepatic vein,,FMA:15794,,aggregate,left,source-hierarchy-concept
FMA:16585,hip bone,,FMA:16585,,aggregate,unspecified,source-hierarchy-concept
FMA:16980,zone of jejunum,,FMA:16980,,aggregate,unspecified,source-hierarchy-concept
FMA:17541,tributary of hepatic vein,,FMA:17541,,aggregate,unspecified,source-hierarchy-concept
FMA:18060,psoas major,,FMA:18060,,aggregate,unspecified,source-hierarchy-concept
FMA:18255,epididymis,,FMA:18255,,aggregate,unspecified,source-hierarchy-concept
FMA:18805,external iliac artery,,FMA:18805,,aggregate,unspecified,source-hierarchy-concept
FMA:18808,internal iliac artery,,FMA:18808,,aggregate,unspecified,source-hierarchy-concept
FMA:18883,external iliac vein,,FMA:18883,,aggregate,unspecified,source-hierarchy-concept
FMA:18884,internal iliac vein,,FMA:18884,,aggregate,unspecified,source-hierarchy-concept
FMA:18889,tributary of internal iliac vein,,FMA:18889,,aggregate,unspecified,source-hierarchy-concept
FMA:18902,iliolumbar vein,,FMA:18902,,aggregate,unspecified,source-hierarchy-concept
FMA:18905,lateral sacral vein,,FMA:18905,,aggregate,unspecified,source-hierarchy-concept
FMA:18908,superior gluteal vein,,FMA:18908,,aggregate,unspecified,source-hierarchy-concept
FMA:18911,inferior gluteal vein,,FMA:18911,,aggregate,unspecified,source-hierarchy-concept
FMA:18914,obturator vein,,FMA:18914,,aggregate,unspecified,source-hierarchy-concept
FMA:18917,internal pudendal vein,,FMA:18917,,aggregate,unspecified,source-hierarchy-concept
FMA:19082,piriformis,,FMA:19082,,aggregate,unspecified,source-hierarchy-concept
FMA:19083,obturator muscle,,FMA:19083,,aggregate,unspecified,source-hierarchy-concept
FMA:19086,muscle of pelvis,,FMA:19086,,aggregate,unspecified,source-hierarchy-concept
FMA:19088,coccygeus,,FMA:19088,,aggregate,unspecified,source-hierarchy-concept
FMA:19089,zone of levator ani,,FMA:19089,,aggregate,unspecified,source-hierarchy-concept
FMA:19090,pubococcygeus,,FMA:19090,,aggregate,unspecified,source-hierarchy-concept
FMA:19091,puborectalis,,FMA:19091,,aggregate,unspecified,source-hierarchy-concept
FMA:19092,iliococcygeus,,FMA:19092,,aggregate,unspecified,source-hierarchy-concept
FMA:19234,deferent duct,,FMA:19234,,aggregate,unspecified,source-hierarchy-concept
FMA:19386,seminal vesicle,,FMA:19386,,aggregate,unspecified,source-hierarchy-concept
FMA:19754,region of peritoneum,,FMA:19754,,aggregate,unspecified,source-hierarchy-concept
FMA:19783,loose connective tissue,,FMA:19783,,aggregate,unspecified,source-hierarchy-concept
FMA:19795,dorsal artery of penis,,FMA:19795,,aggregate,unspecified,source-hierarchy-concept
FMA:20107,irregular connective tissue,,FMA:20107,,aggregate,unspecified,source-hierarchy-concept
FMA:20111,mucoid tissue,,FMA:20111,,aggregate,unspecified,source-hierarchy-concept
FMA:20194,cavernous organ,,FMA:20194,,aggregate,unspecified,source-hierarchy-concept
FMA:20221,zone of cavernous organ,,FMA:20221,,aggregate,unspecified,source-hierarchy-concept
FMA:20247,zone of corpus spongiosum of penis,,FMA:20247,,aggregate,unspecified,source-hierarchy-concept
FMA:20278,muscle of anterior abdominal wall,,FMA:20278,,aggregate,unspecified,source-hierarchy-concept
FMA:20289,lacrimal sac,,FMA:20289,,aggregate,unspecified,source-hierarchy-concept
FMA:20570,peritoneal mesentery,,FMA:20570,,aggregate,unspecified,source-hierarchy-concept
FMA:20593,region of visceral peritoneum,,FMA:20593,,aggregate,unspecified,source-hierarchy-concept
FMA:20684,trunk of branch of external iliac artery,,FMA:20684,,aggregate,unspecified,source-hierarchy-concept
FMA:20686,inferior epigastric artery,,FMA:20686,,aggregate,unspecified,source-hierarchy-concept
FMA:20734,superficial epigastric artery,,FMA:20734,,aggregate,unspecified,source-hierarchy-concept
FMA:20798,lateral circumflex femoral artery,,FMA:20798,,aggregate,unspecified,source-hierarchy-concept
FMA:20803,branch of lateral circumflex femoral artery,,FMA:20803,,aggregate,unspecified,source-hierarchy-concept
FMA:20805,descending branch of lateral circumflex femoral artery,,FMA:20805,,aggregate,unspecified,source-hierarchy-concept
FMA:21162,inferior epigastric vein,,FMA:21162,,aggregate,unspecified,source-hierarchy-concept
FMA:21185,femoral vein,,FMA:21185,,aggregate,unspecified,source-hierarchy-concept
FMA:21240,tributary of internal pudendal vein,,FMA:21240,,aggregate,unspecified,source-hierarchy-concept
FMA:21376,great saphenous vein,,FMA:21376,,aggregate,unspecified,source-hierarchy-concept
FMA:21378,tributary of great saphenous vein,,FMA:21378,,aggregate,unspecified,source-hierarchy-concept
FMA:21383,tributary of superficial external pudendal vein,,FMA:21383,,aggregate,unspecified,source-hierarchy-concept
FMA:21496,ligament organ,,FMA:21496,,aggregate,unspecified,source-hierarchy-concept
FMA:21520,branch of inferior branch of ileocolic artery,,FMA:21520,,aggregate,unspecified,source-hierarchy-concept
FMA:21521,trunk of branch of left colic artery,,FMA:21521,,aggregate,left,source-hierarchy-concept
FMA:22298,obturator internus,,FMA:22298,,aggregate,unspecified,source-hierarchy-concept
FMA:22299,obturator externus,,FMA:22299,,aggregate,unspecified,source-hierarchy-concept
FMA:22310,iliacus,,FMA:22310,,aggregate,unspecified,source-hierarchy-concept
FMA:22314,gluteus maximus,,FMA:22314,,aggregate,unspecified,source-hierarchy-concept
FMA:22315,gluteus medius,,FMA:22315,,aggregate,unspecified,source-hierarchy-concept
FMA:22317,gluteus minimus,,FMA:22317,,aggregate,unspecified,source-hierarchy-concept
FMA:22318,gemellus superior,,FMA:22318,,aggregate,unspecified,source-hierarchy-concept
FMA:22319,gemellus,,FMA:22319,,aggregate,unspecified,source-hierarchy-concept
FMA:22320,gemellus inferior,,FMA:22320,,aggregate,unspecified,source-hierarchy-concept
FMA:22321,quadratus femoris,,FMA:22321,,aggregate,unspecified,source-hierarchy-concept
FMA:22353,sartorius,,FMA:22353,,aggregate,unspecified,source-hierarchy-concept
FMA:22357,semitendinosus,,FMA:22357,,aggregate,unspecified,source-hierarchy-concept
FMA:22423,tensor fasciae latae,,FMA:22423,,aggregate,unspecified,source-hierarchy-concept
FMA:22424,muscle of anterior compartment of thigh,,FMA:22424,,aggregate,unspecified,source-hierarchy-concept
FMA:22427,muscle of posterior compartment of thigh,,FMA:22427,,aggregate,unspecified,source-hierarchy-concept
FMA:22429,zone of quadriceps femoris,,FMA:22429,,aggregate,unspecified,source-hierarchy-concept
FMA:22430,rectus femoris,,FMA:22430,,aggregate,unspecified,source-hierarchy-concept
FMA:22431,vastus lateralis,,FMA:22431,,aggregate,unspecified,source-hierarchy-concept
FMA:22432,vastus medialis,,FMA:22432,,aggregate,unspecified,source-hierarchy-concept
FMA:22433,vastus intermedius,,FMA:22433,,aggregate,unspecified,source-hierarchy-concept
FMA:22438,semimembranosus,,FMA:22438,,aggregate,unspecified,source-hierarchy-concept
FMA:22439,muscle of medial compartment of thigh,,FMA:22439,,aggregate,unspecified,source-hierarchy-concept
FMA:22440,pectineus,,FMA:22440,,aggregate,unspecified,source-hierarchy-concept
FMA:22441,adductor longus,,FMA:22441,,aggregate,unspecified,source-hierarchy-concept
FMA:22442,adductor brevis,,FMA:22442,,aggregate,unspecified,source-hierarchy-concept
FMA:22443,adductor magnus,,FMA:22443,,aggregate,unspecified,source-hierarchy-concept
FMA:22470,muscle of thigh,,FMA:22470,,aggregate,unspecified,source-hierarchy-concept
FMA:22471,muscle of leg,,FMA:22471,,aggregate,unspecified,source-hierarchy-concept
FMA:22472,muscle of anterior compartment of leg,,FMA:22472,,aggregate,unspecified,source-hierarchy-concept
FMA:22473,muscle of lateral compartment of leg,,FMA:22473,,aggregate,unspecified,source-hierarchy-concept
FMA:22474,muscle of posterior compartment of leg,,FMA:22474,,aggregate,unspecified,source-hierarchy-concept
FMA:22506,descending genicular artery,,FMA:22506,,aggregate,unspecified,source-hierarchy-concept
FMA:22532,tibialis anterior,,FMA:22532,,aggregate,unspecified,source-hierarchy-concept
FMA:22533,extensor hallucis longus,,FMA:22533,,aggregate,unspecified,source-hierarchy-concept
FMA:22534,extensor digitorum longus,,FMA:22534,,aggregate,unspecified,source-hierarchy-concept
FMA:22535,superior genicular artery,,FMA:22535,,aggregate,unspecified,source-hierarchy-concept
FMA:22536,middle genicular artery,,FMA:22536,,aggregate,unspecified,source-hierarchy-concept
FMA:22537,inferior genicular artery,,FMA:22537,,aggregate,unspecified,source-hierarchy-concept
FMA:22538,fibularis tertius,,FMA:22538,,aggregate,unspecified,source-hierarchy-concept
FMA:22539,fibularis longus,,FMA:22539,,aggregate,unspecified,source-hierarchy-concept
FMA:22540,fibularis brevis,,FMA:22540,,aggregate,unspecified,source-hierarchy-concept
FMA:22542,soleus,,FMA:22542,,aggregate,unspecified,source-hierarchy-concept
FMA:22543,plantaris,,FMA:22543,,aggregate,unspecified,source-hierarchy-concept
FMA:22584,superior medial genicular artery,,FMA:22584,,aggregate,unspecified,source-hierarchy-concept
FMA:22585,superior lateral genicular artery,,FMA:22585,,aggregate,unspecified,source-hierarchy-concept
FMA:22590,popliteus,,FMA:22590,,aggregate,unspecified,source-hierarchy-concept
FMA:22593,flexor hallucis longus,,FMA:22593,,aggregate,unspecified,source-hierarchy-concept
FMA:22594,muscle of vertebral column,,FMA:22594,,aggregate,unspecified,source-hierarchy-concept
FMA:22653,splenius capitis,,FMA:22653,,aggregate,unspecified,source-hierarchy-concept
FMA:22654,axillary artery,,FMA:22654,,aggregate,unspecified,source-hierarchy-concept
FMA:22674,lateral thoracic artery,,FMA:22674,,aggregate,unspecified,source-hierarchy-concept
FMA:22677,subscapular artery,,FMA:22677,,aggregate,unspecified,source-hierarchy-concept
FMA:22680,anterior circumflex humeral artery,,FMA:22680,,aggregate,unspecified,source-hierarchy-concept
FMA:22681,splenius cervicis,,FMA:22681,,aggregate,unspecified,source-hierarchy-concept
FMA:22684,posterior circumflex humeral artery,,FMA:22684,,aggregate,unspecified,source-hierarchy-concept
FMA:22689,brachial artery,,FMA:22689,,aggregate,unspecified,source-hierarchy-concept
FMA:22693,branch of brachial artery,,FMA:22693,,aggregate,unspecified,source-hierarchy-concept
FMA:22695,deep brachial artery,,FMA:22695,,aggregate,unspecified,source-hierarchy-concept
FMA:22702,iliocostalis lumborum,,FMA:22702,,aggregate,unspecified,source-hierarchy-concept
FMA:22703,iliocostalis thoracis,,FMA:22703,,aggregate,unspecified,source-hierarchy-concept
FMA:22704,iliocostalis cervicis,,FMA:22704,,aggregate,unspecified,source-hierarchy-concept
FMA:22706,superior ulnar collateral artery,,FMA:22706,,aggregate,unspecified,source-hierarchy-concept
FMA:22709,longissimus thoracis,,FMA:22709,,aggregate,unspecified,source-hierarchy-concept
FMA:22710,inferior ulnar collateral artery,,FMA:22710,,aggregate,unspecified,source-hierarchy-concept
FMA:22711,longissimus cervicis,,FMA:22711,,aggregate,unspecified,source-hierarchy-concept
FMA:22714,longissimus capitis,,FMA:22714,,aggregate,unspecified,source-hierarchy-concept
FMA:22730,radial artery,,FMA:22730,,aggregate,unspecified,source-hierarchy-concept
FMA:22738,branch of radial artery,,FMA:22738,,aggregate,unspecified,source-hierarchy-concept
FMA:22748,radial recurrent artery,,FMA:22748,,aggregate,unspecified,source-hierarchy-concept
FMA:22755,dorsal carpal branch of radial artery,,FMA:22755,,aggregate,unspecified,source-hierarchy-concept
FMA:22762,arteria princeps pollicis,,FMA:22762,,aggregate,unspecified,source-hierarchy-concept
FMA:22763,arteria radialis indicis,,FMA:22763,,aggregate,unspecified,source-hierarchy-concept
FMA:22765,spinalis thoracis,,FMA:22765,,aggregate,unspecified,source-hierarchy-concept
FMA:22796,ulnar artery,,FMA:22796,,aggregate,unspecified,source-hierarchy-concept
FMA:22799,branch of ulnar artery,,FMA:22799,,aggregate,unspecified,source-hierarchy-concept
FMA:22800,anterior ulnar recurrent artery,,FMA:22800,,aggregate,unspecified,source-hierarchy-concept
FMA:22803,posterior ulnar recurrent artery,,FMA:22803,,aggregate,unspecified,source-hierarchy-concept
FMA:22806,common interosseous artery,,FMA:22806,,aggregate,unspecified,source-hierarchy-concept
