canonical_id,name,uberon,fma,ta2,system,laterality,scope
FMA:9660|left,Left fibular collateral ligament,,FMA:9660,,skeletal,left,direct-source-geometry
UBERON:0003676|left,Left patellar ligament,UBERON:0003676,FMA:44581,,skeletal,left,direct-source-geometry
FMA:44600|left,Left tibial collateral ligament,,FMA:44600,,skeletal,left,direct-source-geometry
UBERON:0003671|left,Left anterior cruciate ligament of knee joint,UBERON:0003671,FMA:44614,,skeletal,left,direct-source-geometry
UBERON:0003680|left,Left posterior cruciate ligament of knee joint,UBERON:0003680,FMA:44617,,skeletal,left,direct-source-geometry
UBERON:0000981|left,Left femur,UBERON:0000981,FMA:9611,,skeletal,left,direct-source-geometry
FMA:43748|left,Left intercondylar fossa of femur,,FMA:43748,,skeletal,left,direct-source-geometry
HRA:VH_F_anterior_cruciate_enthesis_L|left,anterior cruciate enthesis (left),,,,skeletal,left,direct-source-geometry
HRA:VH_F_posterior_cruciate_enthesis_L|left,posterior cruciate enthesis (left),,,,skeletal,left,direct-source-geometry
HRA:VH_F_lateral_perichondular_surface_L|left,lateral perichondular surface (left),,,,skeletal,left,direct-source-geometry
HRA:VH_F_lateral_epicondylar_enthesis_L|left,lateral epicondylar enthesis (left),,,,skeletal,left,direct-source-geometry
HRA:VH_F_medial_epicondylar_enthesis_L|left,medial epicondylar enthesis (left),,,,skeletal,left,direct-source-geometry
FMA:43745|left,Left patellar surface of femur,,FMA:43745,,skeletal,left,direct-source-geometry
HRA:VH_F_medial_perichondular_surface_L|left,medial perichondular surface (left),,,,skeletal,left,direct-source-geometry
FMA:33188|left,Left articular cartilage of distal epiphysis of femur,,FMA:33188,,skeletal,left,direct-source-geometry
UBERON:0009984|left,Left medial condyle of femur,UBERON:0009984,FMA:32858,,skeletal,left,direct-source-geometry
UBERON:0009985|left,Left lateral condyle of femur,UBERON:0009985,FMA:32859,,skeletal,left,direct-source-geometry
UBERON:0002446|left,Left patella,UBERON:0002446,FMA:24485,,skeletal,left,direct-source-geometry
UBERON:0000979|left,Left tibia,UBERON:0000979,FMA:24476,,skeletal,left,direct-source-geometry
UBERON:0001446|left,Left fibula,UBERON:0001446,FMA:24479,,skeletal,left,direct-source-geometry
UBERON:0004617,lumbar vertebra 1,UBERON:0004617,,,skeletal,unspecified,direct-source-geometry
UBERON:0004618,lumbar vertebra 2,UBERON:0004618,,,skeletal,unspecified,direct-source-geometry
UBERON:0004619,lumbar vertebra 3,UBERON:0004619,,,skeletal,unspecified,direct-source-geometry
UBERON:0004620,lumbar vertebra 4,UBERON:0004620,,,skeletal,unspecified,direct-source-geometry
UBERON:0004621,lumbar vertebra 5,UBERON:0004621,,,skeletal,unspecified,direct-source-geometry
HRA:VH_F_lumbar_vertebra_6,lumbar vertebra 6,,,,skeletal,unspecified,direct-source-geometry
UBERON:0004626,thoracic vertebra 1,UBERON:0004626,,,skeletal,unspecified,direct-source-geometry
UBERON:0004627,thoracic vertebra 2,UBERON:0004627,,,skeletal,unspecified,direct-source-geometry
UBERON:0004628,thoracic vertebra 3,UBERON:0004628,,,skeletal,unspecified,direct-source-geometry
UBERON:0004629,thoracic vertebra 4,UBERON:0004629,,,skeletal,unspecified,direct-source-geometry
UBERON:0004630,thoracic vertebra 5,UBERON:0004630,,,skeletal,unspecified,direct-source-geometry
UBERON:0004631,thoracic vertebra 6,UBERON:0004631,,,skeletal,unspecified,direct-source-geometry
UBERON:0004632,thoracic vertebra 7,UBERON:0004632,,,skeletal,unspecified,direct-source-geometry
UBERON:0011050,thoracic vertebra 8,UBERON:0011050,,,skeletal,unspecified,direct-source-geometry
UBERON:0004633,thoracic vertebra 9,UBERON:0004633,,,skeletal,unspecified,direct-source-geometry
UBERON:0004634,thoracic vertebra 10,UBERON:0004634,,,skeletal,unspecified,direct-source-geometry
UBERON:0004635,thoracic vertebra 11,UBERON:0004635,,,skeletal,unspecified,direct-source-geometry
UBERON:0004636,thoracic vertebra 12,UBERON:0004636,,,skeletal,unspecified,direct-source-geometry
UBERON:0001092,vertebral bone 1,UBERON:0001092,,,skeletal,unspecified,direct-source-geometry
UBERON:0001093,vertebral bone 2,UBERON:0001093,,,skeletal,unspecified,direct-source-geometry
UBERON:0004612,mammalian cervical vertebra 3,UBERON:0004612,,,skeletal,unspecified,direct-source-geometry
UBERON:0004613,mammalian cervical vertebra 4,UBERON:0004613,,,skeletal,unspecified,direct-source-geometry
UBERON:0004614,mammalian cervical vertebra 5,UBERON:0004614,,,skeletal,unspecified,direct-source-geometry
UBERON:0004615,mammalian cervical vertebra 6,UBERON:0004615,,,skeletal,unspecified,direct-source-geometry
UBERON:0004616,mammalian cervical vertebra 7,UBERON:0004616,,,skeletal,unspecified,direct-source-geometry
FMA:59763,Gingiva of upper jaw,,FMA:59763,,skeletal,unspecified,direct-source-geometry
FMA:59764,Gingiva of lower jaw,,FMA:59764,,skeletal,unspecified,direct-source-geometry
FMA:55704|left,Left lower first secondary molar tooth,,FMA:55704,,skeletal,left,direct-source-geometry
FMA:55693|left,Left lower first secondary premolar tooth,,FMA:55693,,skeletal,left,direct-source-geometry
FMA:55703|left,Left lower second secondary molar tooth,,FMA:55703,,skeletal,left,direct-source-geometry
FMA:55692|left,Left lower second secondary premolar tooth,,FMA:55692,,skeletal,left,direct-source-geometry
FMA:57143|left,Left lower central secondary incisor tooth,,FMA:57143,,skeletal,left,direct-source-geometry
FMA:57141|left,Left lower lateral secondary incisor tooth,,FMA:57141,,skeletal,left,direct-source-geometry
FMA:55687|left,Left lower secondary canine tooth,,FMA:55687,,skeletal,left,direct-source-geometry
FMA:55699|left,Left upper first secondary molar tooth,,FMA:55699,,skeletal,left,direct-source-geometry
FMA:55690|left,Left upper first secondary premolar tooth,,FMA:55690,,skeletal,left,direct-source-geometry
FMA:55700|left,Left upper second secondary molar tooth,,FMA:55700,,skeletal,left,direct-source-geometry
FMA:55691|left,Left upper second secondary premolar tooth,,FMA:55691,,skeletal,left,direct-source-geometry
FMA:55682|left,Left upper central secondary incisor tooth,,FMA:55682,,skeletal,left,direct-source-geometry
FMA:55683|left,Left upper lateral secondary incisor tooth,,FMA:55683,,skeletal,left,direct-source-geometry
FMA:55799|left,Left upper secondary canine tooth,,FMA:55799,,skeletal,left,direct-source-geometry
FMA:55705|right,Right lower first secondary molar tooth,,FMA:55705,,skeletal,right,direct-source-geometry
FMA:55694|right,Right lower first secondary premolar tooth,,FMA:55694,,skeletal,right,direct-source-geometry
FMA:55706|right,Right lower second secondary molar tooth,,FMA:55706,,skeletal,right,direct-source-geometry
FMA:55695|right,Right lower second secondary premolar tooth,,FMA:55695,,skeletal,right,direct-source-geometry
FMA:57142|right,Right lower central secondary incisor tooth,,FMA:57142,,skeletal,right,direct-source-geometry
FMA:57140|right,Right lower lateral secondary incisor tooth,,FMA:57140,,skeletal,right,direct-source-geometry
FMA:55686|right,Right lower secondary canine tooth,,FMA:55686,,skeletal,right,direct-source-geometry
FMA:55697|right,Right upper second secondary molar tooth,,FMA:55697,,skeletal,right,direct-source-geometry
FMA:55698|right,Right upper first secondary molar tooth,,FMA:55698,,skeletal,right,direct-source-geometry
FMA:55689|right,Right upper first secondary premolar tooth,,FMA:55689,,skeletal,right,direct-source-geometry
FMA:55688|right,Right upper second secondary premolar tooth,,FMA:55688,,skeletal,right,direct-source-geometry
FMA:55681|right,Right upper central secondary incisor tooth,,FMA:55681,,skeletal,right,direct-source-geometry
FMA:55680|right,Right upper lateral secondary incisor tooth,,FMA:55680,,skeletal,right,direct-source-geometry
FMA:55798|right,Right upper secondary canine tooth,,FMA:55798,,skeletal,right,direct-source-geometry
UBERON:0001766|left,Left anterior chamber of eyeball,UBERON:0001766,FMA:58078,,sensory,left,direct-source-geometry
FMA:52675|left,Left anterior ethmoidal nerve,,FMA:52675,,nervous,left,direct-source-geometry
FMA:49143|left,Left check ligament of lateral rectus,,FMA:49143,,connective,left,direct-source-geometry
UBERON:0034935|left,Left pars plicata of ciliary body,UBERON:0034935,FMA:58431,,sensory,left,direct-source-geometry
UBERON:0002058|left,Left main ciliary ganglion,UBERON:0002058,FMA:6964,,nervous,left,direct-source-geometry
UBERON:0000942|left,Left frontal nerve (branch of ophthalmic),UBERON:0000942,FMA:52638,,nervous,left,direct-source-geometry
UBERON:0014796|left,Left common tendinous ring,UBERON:0014796,FMA:49071,,sensory,left,direct-source-geometry
FMA:49146|left,Left check ligament of medial rectus,,FMA:49146,,connective,left,direct-source-geometry
UBERON:0015161|left,Left inferior branch of oculomotor nerve,UBERON:0015161,FMA:52573,,nervous,left,direct-source-geometry
FMA:52693|left,Left infratrochlear nerve,,FMA:52693,,nervous,left,direct-source-geometry
UBERON:0001770|left,Left lacrimal canaliculus,UBERON:0001770,FMA:58245,,sensory,left,direct-source-geometry
UBERON:0001817|left,Left lacrimal gland,UBERON:0001817,FMA:59101,,sensory,left,direct-source-geometry
UBERON:0011096|left,Left lacrimal nerve,UBERON:0011096,FMA:52628,,nervous,left,direct-source-geometry
UBERON:0022273|left,Left lacrimal lake,UBERON:0022273,FMA:59402,,sensory,left,direct-source-geometry
UBERON:0002392|left,Left nasolacrimal duct,UBERON:0002392,FMA:9703,,sensory,left,direct-source-geometry
UBERON:0001604|left,Left levator palpebrae superioris,UBERON:0001604,FMA:49041,,muscular,left,direct-source-geometry
UBERON:0001351|left,Left lacrimal sac,UBERON:0001351,FMA:20289,,sensory,left,direct-source-geometry
UBERON:0022300|left,Left nasociliary nerve,UBERON:0022300,FMA:52668,,nervous,left,direct-source-geometry
FMA:52674|left,Communicating branch of left nasociliary nerve with left ciliary ganglion,,FMA:52674,,nervous,left,direct-source-geometry
UBERON:0000348|left,Left ophthalmic nerve,UBERON:0000348,FMA:52621,,nervous,left,direct-source-geometry
FMA:52714|left,Left posterior ethmoidal nerve,,FMA:52714,,nervous,left,direct-source-geometry
FMA:58604|left,Left optic part of retina,,FMA:58604,,sensory,left,direct-source-geometry
UBERON:0022301|left,Left long ciliary nerve,UBERON:0022301,FMA:52691,,nervous,left,direct-source-geometry
FMA:7041,Short ciliary nerve,,FMA:7041,,nervous,unspecified,direct-source-geometry
UBERON:0015162|left,Left superior branch of oculomotor nerve,UBERON:0015162,FMA:52572,,nervous,left,direct-source-geometry
UBERON:0004773|left,Left superior eyelid tarsus,UBERON:0004773,FMA:59087,,sensory,left,direct-source-geometry
FMA:52655|left,Left supra-orbital nerve,,FMA:52655,,nervous,left,direct-source-geometry
FMA:52642|left,Left supratrochlear nerve,,FMA:52642,,nervous,left,direct-source-geometry
UBERON:0004774|left,Left inferior eyelid tarsus,UBERON:0004774,FMA:59088,,sensory,left,direct-source-geometry
FMA:49065|left,Left trochlea of superior oblique,,FMA:49065,,connective,left,direct-source-geometry
UBERON:0001644|left,Left trochlear nerve,UBERON:0001644,FMA:50865,,nervous,left,direct-source-geometry
UBERON:0001798|left,Left vitreous body,UBERON:0001798,FMA:58827,,sensory,left,direct-source-geometry
UBERON:0001766|right,Right anterior chamber of eyeball,UBERON:0001766,FMA:58078,,sensory,right,direct-source-geometry
FMA:52675|right,Right anterior ethmoidal nerve,,FMA:52675,,nervous,right,direct-source-geometry
FMA:49143|right,Right check ligament of lateral rectus,,FMA:49143,,connective,right,direct-source-geometry
FMA:49146|right,Right check ligament of medial rectus,,FMA:49146,,connective,right,direct-source-geometry
UBERON:0034935|right,Right pars plicata of ciliary body,UBERON:0034935,FMA:58431,,sensory,right,direct-source-geometry
UBERON:0002058|right,Right main ciliary ganglion,UBERON:0002058,FMA:6964,,nervous,right,direct-source-geometry
UBERON:0000942|right,Right frontal nerve (branch of ophthalmic),UBERON:0000942,FMA:52638,,nervous,right,direct-source-geometry
UBERON:0014796|right,Right common tendinous ring,UBERON:0014796,FMA:49071,,sensory,right,direct-source-geometry
FMA:54158|right,Right tendon of levator palpebrae superioris,,FMA:54158,,connective,right,direct-source-geometry
UBERON:0015161|right,Right inferior branch of oculomotor nerve,UBERON:0015161,FMA:52573,,nervous,right,direct-source-geometry
FMA:52693|right,Right infratrochlear nerve,,FMA:52693,,nervous,right,direct-source-geometry
UBERON:0001770|right,Right lacrimal canaliculus,UBERON:0001770,FMA:58245,,sensory,right,direct-source-geometry
UBERON:0001817|right,Right lacrimal gland,UBERON:0001817,FMA:59101,,sensory,right,direct-source-geometry
UBERON:0011096|right,Right lacrimal nerve,UBERON:0011096,FMA:52628,,nervous,right,direct-source-geometry
UBERON:0022273|right,Right lacrimal lake,UBERON:0022273,FMA:59402,,sensory,right,direct-source-geometry
UBERON:0002392|right,Right nasolacrimal duct,UBERON:0002392,FMA:9703,,sensory,right,direct-source-geometry
UBERON:0001604|right,Right levator palpebrae superioris,UBERON:0001604,FMA:49041,,muscular,right,direct-source-geometry
UBERON:0001351|right,Right lacrimal sac,UBERON:0001351,FMA:20289,,sensory,right,direct-source-geometry
UBERON:0022300|right,Right nasociliary nerve,UBERON:0022300,FMA:52668,,nervous,right,direct-source-geometry
FMA:52673|right,Communicating branch of right nasociliary nerve with right ciliary ganglion,,FMA:52673,,nervous,right,direct-source-geometry
UBERON:0000348|right,Right ophthalmic nerve,UBERON:0000348,FMA:52621,,nervous,right,direct-source-geometry
FMA:52714|right,Right posterior ethmoidal nerve,,FMA:52714,,nervous,right,direct-source-geometry
FMA:58604|right,Right optic part of retina,,FMA:58604,,sensory,right,direct-source-geometry
UBERON:0022301|right,Right long ciliary nerve,UBERON:0022301,FMA:52691,,nervous,right,direct-source-geometry
UBERON:0015162|right,Right superior branch of oculomotor nerve,UBERON:0015162,FMA:52572,,nervous,right,direct-source-geometry
UBERON:0004773|right,Right superior eyelid tarsus,UBERON:0004773,FMA:59087,,sensory,right,direct-source-geometry
FMA:52655|right,Right supra-orbital nerve,,FMA:52655,,nervous,right,direct-source-geometry
FMA:52642|right,Right supratrochlear nerve,,FMA:52642,,nervous,right,direct-source-geometry
UBERON:0004774|right,Right inferior eyelid tarsus,UBERON:0004774,FMA:59088,,sensory,right,direct-source-geometry
FMA:49065|right,Right trochlea of superior oblique,,FMA:49065,,connective,right,direct-source-geometry
UBERON:0001644|right,Right trochlear nerve,UBERON:0001644,FMA:50865,,nervous,right,direct-source-geometry
UBERON:0001798|right,Right vitreous body,UBERON:0001798,FMA:58827,,sensory,right,direct-source-geometry
FMA:37479|right,Right first lumbrical of foot,,FMA:37479,,muscular,right,direct-source-geometry
FMA:37479|left,Left first lumbrical of foot,,FMA:37479,,muscular,left,direct-source-geometry
FMA:37738|right,Right first plantar interosseous of foot,,FMA:37738,,muscular,right,direct-source-geometry
FMA:37738|left,Left first plantar interosseous of foot,,FMA:37738,,muscular,left,direct-source-geometry
FMA:37480|right,Right second lumbrical of foot,,FMA:37480,,muscular,right,direct-source-geometry
FMA:37480|left,Left second lumbrical of foot,,FMA:37480,,muscular,left,direct-source-geometry
FMA:37739|right,Right second plantar interosseous of foot,,FMA:37739,,muscular,right,direct-source-geometry
FMA:37739|left,Left second plantar interosseous of foot,,FMA:37739,,muscular,left,direct-source-geometry
FMA:37481|right,Right third lumbrical of foot,,FMA:37481,,muscular,right,direct-source-geometry
FMA:37481|left,Left third lumbrical of foot,,FMA:37481,,muscular,left,direct-source-geometry
FMA:37740|right,Right third plantar interosseous of foot,,FMA:37740,,muscular,right,direct-source-geometry
FMA:37740|left,Left third plantar interosseous of foot,,FMA:37740,,muscular,left,direct-source-geometry
FMA:37482|right,Right fourth lumbrical of foot,,FMA:37482,,muscular,right,direct-source-geometry
FMA:37482|left,Left fourth lumbrical of foot,,FMA:37482,,muscular,left,direct-source-geometry
FMA:37451|right,Right abductor digiti minimi of foot,,FMA:37451,,muscular,right,direct-source-geometry
FMA:37451|left,Left abductor digiti minimi of foot,,FMA:37451,,muscular,left,direct-source-geometry
FMA:37455|right,Right flexor digiti minimi brevis of foot,,FMA:37455,,muscular,right,direct-source-geometry
FMA:37455|left,Left flexor digiti minimi brevis of foot,,FMA:37455,,muscular,left,direct-source-geometry
FMA:35187|right,Right interosseous membrane of leg,,FMA:35187,,connective,right,direct-source-geometry
FMA:35187|left,Left interosseous membrane of leg,,FMA:35187,,connective,left,direct-source-geometry
FMA:45970|right,Right lateral head of flexor hallucis brevis,,FMA:45970,,muscular,right,direct-source-geometry
FMA:45970|left,Left lateral head of flexor hallucis brevis,,FMA:45970,,muscular,left,direct-source-geometry
UBERON:0011908|right,Right gastrocnemius lateralis,UBERON:0011908,FMA:45959,,muscular,right,direct-source-geometry
UBERON:0011908|left,Left gastrocnemius lateralis,UBERON:0011908,FMA:45959,,muscular,left,direct-source-geometry
FMA:45887|right,Right long head of biceps femoris,,FMA:45887,,muscular,right,direct-source-geometry
FMA:45887|left,Left long head of biceps femoris,,FMA:45887,,muscular,left,direct-source-geometry
FMA:45969|right,Right medial head of flexor hallucis brevis,,FMA:45969,,muscular,right,direct-source-geometry
FMA:45969|left,Left medial head of flexor hallucis brevis,,FMA:45969,,muscular,left,direct-source-geometry
UBERON:0011907|right,Right gastrocnemius medialis,UBERON:0011907,FMA:45956,,muscular,right,direct-source-geometry
UBERON:0011907|left,Left gastrocnemius medialis,UBERON:0011907,FMA:45956,,muscular,left,direct-source-geometry
FMA:46014|right,Right oblique head of adductor hallucis,,FMA:46014,,muscular,right,direct-source-geometry
FMA:46014|left,Left oblique head of adductor hallucis,,FMA:46014,,muscular,left,direct-source-geometry
FMA:86033|right,Right opponens digiti minimi of foot,,FMA:86033,,muscular,right,direct-source-geometry
FMA:86033|left,Left opponens digiti minimi of foot,,FMA:86033,,muscular,left,direct-source-geometry
UBERON:0008464|right,Right abductor hallucis muscle,UBERON:0008464,FMA:37448,,muscular,right,direct-source-geometry
UBERON:0008464|left,Left abductor hallucis muscle,UBERON:0008464,FMA:37448,,muscular,left,direct-source-geometry
UBERON:0000368|right,Right adductor brevis,UBERON:0000368,FMA:22442,,muscular,right,direct-source-geometry
UBERON:0000368|left,Left adductor brevis,UBERON:0000368,FMA:22442,,muscular,left,direct-source-geometry
UBERON:0000303|right,Right adductor longus,UBERON:0000303,FMA:22441,,muscular,right,direct-source-geometry
UBERON:0000303|left,Left adductor longus,UBERON:0000303,FMA:22441,,muscular,left,direct-source-geometry
UBERON:0000370|right,Right adductor magnus,UBERON:0000370,FMA:22443,,muscular,right,direct-source-geometry
UBERON:0000370|left,Left adductor magnus,UBERON:0000370,FMA:22443,,muscular,left,direct-source-geometry
FMA:43885|right,Right adductor minimus,,FMA:43885,,muscular,right,direct-source-geometry
FMA:43885|left,Left adductor minimus,,FMA:43885,,muscular,left,direct-source-geometry
UBERON:0003701|right,Right calcaneal tendon,UBERON:0003701,FMA:51061,,connective,right,direct-source-geometry
UBERON:0003701|left,Left calcaneal tendon,UBERON:0003701,FMA:51061,,connective,left,direct-source-geometry
UBERON:0001386|right,Right extensor digitorum longus,UBERON:0001386,FMA:22534,,muscular,right,direct-source-geometry
UBERON:0001386|left,Left extensor digitorum longus,UBERON:0001386,FMA:22534,,muscular,left,direct-source-geometry
FMA:51141|right,Right extensor hallucis brevis,,FMA:51141,,muscular,right,direct-source-geometry
FMA:51141|left,Left extensor hallucis brevis,,FMA:51141,,muscular,left,direct-source-geometry
FMA:22533|right,Right extensor hallucis longus,,FMA:22533,,muscular,right,direct-source-geometry
FMA:22533|left,Left extensor hallucis longus,,FMA:22533,,muscular,left,direct-source-geometry
UBERON:0010526|right,Right fibularis brevis,UBERON:0010526,FMA:22540,,skeletal,right,direct-source-geometry
UBERON:0010526|left,Left fibularis brevis,UBERON:0010526,FMA:22540,,skeletal,left,direct-source-geometry
UBERON:0001387|right,Right fibularis longus,UBERON:0001387,FMA:22539,,skeletal,right,direct-source-geometry
UBERON:0001387|left,Left fibularis longus,UBERON:0001387,FMA:22539,,skeletal,left,direct-source-geometry
UBERON:0010524|right,Right fibularis tertius,UBERON:0010524,FMA:22538,,skeletal,right,direct-source-geometry
UBERON:0010524|left,Left fibularis tertius,UBERON:0010524,FMA:22538,,skeletal,left,direct-source-geometry
FMA:37452|right,Right flexor accessorius,,FMA:37452,,muscular,right,direct-source-geometry
FMA:37452|left,Left flexor accessorius,,FMA:37452,,muscular,left,direct-source-geometry
UBERON:0014380|right,Right flexor digitorum brevis muscle,UBERON:0014380,FMA:37450,,muscular,right,direct-source-geometry
UBERON:0014380|left,Left flexor digitorum brevis muscle,UBERON:0014380,FMA:37450,,muscular,left,direct-source-geometry
UBERON:0001666|right,Right flexor digitorum longus,UBERON:0001666,FMA:51071,,muscular,right,direct-source-geometry
UBERON:0001666|left,Left flexor digitorum longus,UBERON:0001666,FMA:51071,,muscular,left,direct-source-geometry
UBERON:0001392|right,Right flexor hallucis longus,UBERON:0001392,FMA:22593,,muscular,right,direct-source-geometry
UBERON:0001392|left,Left flexor hallucis longus,UBERON:0001392,FMA:22593,,muscular,left,direct-source-geometry
UBERON:0019202|right,Right inferior gemellus muscle,UBERON:0019202,FMA:22320,,muscular,right,direct-source-geometry
UBERON:0019202|left,Left inferior gemellus muscle,UBERON:0019202,FMA:22320,,muscular,left,direct-source-geometry
UBERON:0019203|right,Right superior gemellus muscle,UBERON:0019203,FMA:22318,,muscular,right,direct-source-geometry
UBERON:0019203|left,Left superior gemellus muscle,UBERON:0019203,FMA:22318,,muscular,left,direct-source-geometry
UBERON:0001370|right,Right gluteus maximus,UBERON:0001370,FMA:22314,,muscular,right,direct-source-geometry
UBERON:0001370|left,Left gluteus maximus,UBERON:0001370,FMA:22314,,muscular,left,direct-source-geometry
UBERON:0001371|right,Right gluteus medius,UBERON:0001371,FMA:22315,,muscular,right,direct-source-geometry
UBERON:0001371|left,Left gluteus medius,UBERON:0001371,FMA:22315,,muscular,left,direct-source-geometry
UBERON:0008521|right,Right gluteus minimus,UBERON:0008521,FMA:22317,,muscular,right,direct-source-geometry
UBERON:0008521|left,Left gluteus minimus,UBERON:0008521,FMA:22317,,muscular,left,direct-source-geometry
UBERON:0000950|right,Right gracilis,UBERON:0000950,FMA:43882,,muscular,right,direct-source-geometry
UBERON:0000950|left,Left gracilis,UBERON:0000950,FMA:43882,,muscular,left,direct-source-geometry
UBERON:0001369|right,Right iliacus muscle,UBERON:0001369,FMA:22310,,muscular,right,direct-source-geometry
UBERON:0001369|left,Left iliacus muscle,UBERON:0001369,FMA:22310,,muscular,left,direct-source-geometry
FMA:51048|right,Right iliotibial tract,,FMA:51048,,skeletal,right,direct-source-geometry
FMA:51048|left,Left iliotibial tract,,FMA:51048,,skeletal,left,direct-source-geometry
FMA:44248|right,Right long plantar ligament,,FMA:44248,,connective,right,direct-source-geometry
FMA:44248|left,Left long plantar ligament,,FMA:44248,,connective,left,direct-source-geometry
UBERON:0001368|right,Right obturator externus,UBERON:0001368,FMA:22299,,muscular,right,direct-source-geometry
UBERON:0001368|left,Left obturator externus,UBERON:0001368,FMA:22299,,muscular,left,direct-source-geometry
UBERON:0011048|right,Right obturator internus,UBERON:0011048,FMA:22298,,muscular,right,direct-source-geometry
UBERON:0011048|left,Left obturator internus,UBERON:0011048,FMA:22298,,muscular,left,direct-source-geometry
UBERON:0001382|right,Right pectineus muscle,UBERON:0001382,FMA:22440,,muscular,right,direct-source-geometry
UBERON:0001382|left,Left pectineus muscle,UBERON:0001382,FMA:22440,,muscular,left,direct-source-geometry
UBERON:0008529|right,Right piriformis muscle,UBERON:0008529,FMA:19082,,muscular,right,direct-source-geometry
UBERON:0008529|left,Left piriformis muscle,UBERON:0008529,FMA:19082,,muscular,left,direct-source-geometry
UBERON:0011905|right,Right plantaris,UBERON:0011905,FMA:22543,,muscular,right,direct-source-geometry
UBERON:0011905|left,Left plantaris,UBERON:0011905,FMA:22543,,muscular,left,direct-source-geometry
UBERON:0001391|right,Right popliteus muscle,UBERON:0001391,FMA:22590,,muscular,right,direct-source-geometry
UBERON:0001391|left,Left popliteus muscle,UBERON:0001391,FMA:22590,,muscular,left,direct-source-geometry
UBERON:0001298|right,Right psoas major muscle,UBERON:0001298,FMA:18060,,muscular,right,direct-source-geometry
UBERON:0001298|left,Left psoas major muscle,UBERON:0001298,FMA:18060,,muscular,left,direct-source-geometry
UBERON:0008537|right,Right quadratus femoris,UBERON:0008537,FMA:22321,,muscular,right,direct-source-geometry
UBERON:0008537|left,Left quadratus femoris,UBERON:0008537,FMA:22321,,muscular,left,direct-source-geometry
UBERON:0001373|right,Right sartorius muscle,UBERON:0001373,FMA:22353,,muscular,right,direct-source-geometry
UBERON:0001373|left,Left sartorius muscle,UBERON:0001373,FMA:22353,,muscular,left,direct-source-geometry
UBERON:0001381|right,Right semimembranosus muscle,UBERON:0001381,FMA:22438,,muscular,right,direct-source-geometry
UBERON:0001381|left,Left semimembranosus muscle,UBERON:0001381,FMA:22438,,muscular,left,direct-source-geometry
UBERON:0001375|right,Right semitendinosus,UBERON:0001375,FMA:22357,,muscular,right,direct-source-geometry
UBERON:0001375|left,Left semitendinosus,UBERON:0001375,FMA:22357,,muscular,left,direct-source-geometry
UBERON:0001389|right,Right soleus muscle,UBERON:0001389,FMA:22542,,muscular,right,direct-source-geometry
UBERON:0001389|left,Left soleus muscle,UBERON:0001389,FMA:22542,,muscular,left,direct-source-geometry
UBERON:0001376|right,Right tensor fasciae latae muscle,UBERON:0001376,FMA:22423,,connective,right,direct-source-geometry
UBERON:0001376|left,Left tensor fasciae latae muscle,UBERON:0001376,FMA:22423,,connective,left,direct-source-geometry
UBERON:0001385|right,Right tibialis anterior,UBERON:0001385,FMA:22532,,skeletal,right,direct-source-geometry
UBERON:0001385|left,Left tibialis anterior,UBERON:0001385,FMA:22532,,skeletal,left,direct-source-geometry
UBERON:0001667|right,Right tibialis posterior,UBERON:0001667,FMA:51099,,skeletal,right,direct-source-geometry
UBERON:0001667|left,Left tibialis posterior,UBERON:0001667,FMA:51099,,skeletal,left,direct-source-geometry
UBERON:0014847|right,Right vastus intermedius,UBERON:0014847,FMA:22433,,muscular,right,direct-source-geometry
UBERON:0014847|left,Left vastus intermedius,UBERON:0014847,FMA:22433,,muscular,left,direct-source-geometry
UBERON:0001379|right,Right vastus lateralis,UBERON:0001379,FMA:22431,,muscular,right,direct-source-geometry
UBERON:0001379|left,Left vastus lateralis,UBERON:0001379,FMA:22431,,muscular,left,direct-source-geometry
UBERON:0001380|right,Right vastus medialis,UBERON:0001380,FMA:22432,,muscular,right,direct-source-geometry
UBERON:0001380|left,Left vastus medialis,UBERON:0001380,FMA:22432,,muscular,left,direct-source-geometry
FMA:45890|right,Right short head of biceps femoris,,FMA:45890,,muscular,right,direct-source-geometry
FMA:45890|left,Left short head of biceps femoris,,FMA:45890,,muscular,left,direct-source-geometry
FMA:46015|right,Right transverse head of adductor hallucis,,FMA:46015,,muscular,right,direct-source-geometry
FMA:46015|left,Left transverse head of adductor hallucis,,FMA:46015,,muscular,left,direct-source-geometry
FMA:34699|right,Right abdominal part of pectoralis major,,FMA:34699,,muscular,right,direct-source-geometry
FMA:34699|left,Left abdominal part of pectoralis major,,FMA:34699,,muscular,left,direct-source-geometry
FMA:34687|right,Right clavicular part of pectoralis major,,FMA:34687,,muscular,right,direct-source-geometry
FMA:34687|left,Left clavicular part of pectoralis major,,FMA:34687,,muscular,left,direct-source-geometry
FMA:11336,Linea alba,,FMA:11336,,connective,unspecified,direct-source-geometry
UBERON:0001327|left,Left coccygeus muscle,UBERON:0001327,FMA:19088,,muscular,left,direct-source-geometry
FMA:19728,superficial perineal muscle,,FMA:19728,,muscular,unspecified,direct-source-geometry
FMA:21930,External anal sphincter,,FMA:21930,,muscular,unspecified,direct-source-geometry
FMA:9756,external intercostal muscle,,FMA:9756,,muscular,unspecified,direct-source-geometry
UBERON:0005442|right,Right abdominal external oblique muscle,UBERON:0005442,FMA:13335,,muscular,right,direct-source-geometry
